town,storey_range,floor_area_sqm,remaining_lease
88289,BEDOK,0,82.0,57
88290,BEDOK,0,68.0,57
88291,BEDOK,1,68.0,56
88292,BEDOK,1,67.0,57
88293,BEDOK,1,73.0,57
88294,BEDOK,1,67.0,56
88295,BEDOK,1,67.0,56
88296,BEDOK,0,67.0,56
88297,BEDOK,0,82.0,56
88298,BEDOK,0,67.0,56
88299,BEDOK,0,82.0,56
88300,BEDOK,1,67.0,56
88301,BEDOK,1,67.0,56
88302,BEDOK,0,67.0,56
88303,BEDOK,0,67.0,56
88304,BEDOK,1,67.0,56
88305,BEDOK,1,67.0,56
88306,BEDOK,0,67.0,56
88307,BEDOK,1,67.0,55
88308,BEDOK,1,67.0,55
88309,BEDOK,0,67.0,55
88310,BEDOK,0,82.0,57
88311,BEDOK,1,67.0,57
88312,BEDOK,1,68.0,58
88313,BEDOK,1,67.0,57
88314,BEDOK,1,68.0,58
88315,BEDOK,1,59.0,56
88316,BEDOK,0,59.0,56
88317,BEDOK,1,68.0,58
88318,BEDOK,1,82.0,57
88319,BEDOK,1,68.0,58
88320,BEDOK,0,82.0,57
88321,BEDOK,2,59.0,56
88322,BEDOK,1,60.0,64
88323,BEDOK,0,68.0,58
88324,BEDOK,0,67.0,57
88325,BEDOK,1,68.0,57
88326,BEDOK,1,59.0,56
88327,BEDOK,1,68.0,57
88328,BEDOK,0,68.0,58
88329,BEDOK,1,70.0,56
88330,BEDOK,1,68.0,57
88331,BEDOK,1,82.0,57
88332,BEDOK,1,59.0,56
88333,BEDOK,0,68.0,58
88334,BEDOK,0,67.0,57
88335,BEDOK,0,68.0,57
88336,BEDOK,2,82.0,57
88337,BEDOK,0,60.0,64
88338,BEDOK,1,82.0,57
88339,BEDOK,1,70.0,56
88340,BEDOK,0,82.0,57
88341,BEDOK,1,68.0,57
88342,BEDOK,1,68.0,57
88343,BEDOK,0,67.0,57
88344,BEDOK,1,68.0,57
88345,BEDOK,1,68.0,57
88346,BEDOK,1,68.0,58
88347,BEDOK,2,68.0,57
88348,BEDOK,0,82.0,58
88349,BEDOK,0,68.0,57
88350,BEDOK,0,68.0,58
88351,BEDOK,1,68.0,58
88352,BEDOK,1,70.0,55
88353,BEDOK,0,60.0,63
88354,BEDOK,0,68.0,57
88355,BEDOK,1,69.0,63
88356,BEDOK,0,70.0,55
88357,BEDOK,0,67.0,57
88358,BEDOK,1,59.0,56
88359,BEDOK,0,59.0,55
88360,BEDOK,1,59.0,55
88361,BEDOK,1,68.0,58
88362,BEDOK,1,82.0,58
88363,BEDOK,1,67.0,57
88364,BEDOK,1,59.0,55
88365,BEDOK,1,67.0,63
88366,BEDOK,0,68.0,58
88367,BEDOK,1,82.0,57
88368,BEDOK,2,68.0,57
88369,BEDOK,1,60.0,63
88370,BEDOK,1,67.0,57
88371,BEDOK,1,66.0,92
88372,BEDOK,0,67.0,92
88373,BEDOK,0,66.0,92
88374,BEDOK,0,67.0,92
88375,BEDOK,1,67.0,92
88376,BEDOK,0,67.0,92
88377,BEDOK,1,60.0,64
88378,BEDOK,0,67.0,63
88379,BEDOK,0,68.0,59
88380,BEDOK,0,73.0,60
88381,BEDOK,0,60.0,64
88382,BEDOK,1,68.0,58
88383,BEDOK,1,67.0,63
88384,BEDOK,0,64.0,64
88385,BEDOK,1,82.0,59
88386,BEDOK,0,67.0,63
88387,BEDOK,1,68.0,59
88388,BEDOK,0,81.0,64
88389,BEDOK,0,67.0,63
88390,BEDOK,0,68.0,64
88391,BEDOK,0,68.0,59
88392,BEDOK,1,67.0,60
88393,BEDOK,1,60.0,63
88394,BEDOK,0,61.0,64
88395,BEDOK,0,67.0,60
88396,BEDOK,0,64.0,64
88397,BEDOK,0,67.0,59
88398,BEDOK,0,67.0,63
88399,BEDOK,1,64.0,66
88400,BEDOK,1,67.0,63
88401,BEDOK,0,67.0,63
88402,BEDOK,0,61.0,64
88403,BEDOK,0,60.0,64
88404,BEDOK,0,67.0,60
88405,BEDOK,1,67.0,63
88406,BEDOK,0,64.0,64
88407,BEDOK,0,68.0,58
88408,BEDOK,0,67.0,60
88409,BEDOK,1,68.0,59
88410,BEDOK,0,68.0,58
88411,BEDOK,0,61.0,64
88412,BEDOK,0,64.0,64
88413,BEDOK,1,60.0,64
88414,BEDOK,1,67.0,63
88415,BEDOK,0,67.0,63
88416,BEDOK,0,60.0,64
88417,BEDOK,1,68.0,59
88418,BEDOK,0,68.0,59
88419,BEDOK,1,64.0,65
88420,BEDOK,1,68.0,58
88421,BEDOK,2,73.0,55
88422,BEDOK,1,59.0,54
88423,BEDOK,2,73.0,55
88424,BEDOK,1,65.0,53
88425,BEDOK,0,59.0,53
88426,BEDOK,2,65.0,53
88427,BEDOK,2,59.0,53
88428,BEDOK,1,73.0,53
88429,BEDOK,0,65.0,53
88430,BEDOK,1,65.0,53
88431,BEDOK,1,88.0,56
88432,BEDOK,1,73.0,56
88433,BEDOK,0,67.0,56
88434,BEDOK,2,67.0,56
88435,BEDOK,2,67.0,56
88436,BEDOK,1,67.0,56
88437,BEDOK,2,67.0,55
88438,BEDOK,1,67.0,56
88439,BEDOK,1,65.0,53
88440,BEDOK,1,65.0,53
88441,BEDOK,1,82.0,55
88442,BEDOK,0,65.0,53
88443,BEDOK,0,65.0,53
88444,BEDOK,1,65.0,53
88445,BEDOK,1,67.0,55
88446,BEDOK,2,67.0,55
88447,BEDOK,1,65.0,53
88448,BEDOK,2,65.0,53
88449,BEDOK,1,67.0,56
88450,BEDOK,0,67.0,55
88451,BEDOK,1,65.0,51
88452,BEDOK,1,73.0,51
88453,BEDOK,0,65.0,51
88454,BEDOK,0,75.0,62
88455,BEDOK,0,76.0,62
88456,BEDOK,1,76.0,62
88457,BEDOK,2,68.0,94
88458,BEDOK,2,68.0,94
88459,BEDOK,2,68.0,94
88460,BEDOK,1,75.0,62
88461,BEDOK,2,68.0,94
88462,BEDOK,1,65.0,50
88463,BEDOK,1,68.0,94
88464,BEDOK,0,68.0,94
88465,BEDOK,1,68.0,94
88466,BEDOK,0,68.0,94
88467,BEDOK,0,75.0,61
88468,BEDOK,1,68.0,94
88469,BEDOK,0,65.0,50
88470,BEDOK,1,75.0,50
88471,BEDOK,1,65.0,50
88472,BEDOK,1,68.0,94
88473,BEDOK,0,67.0,63
88474,BEDOK,0,67.0,63
88475,BEDOK,1,68.0,59
88476,BEDOK,1,68.0,59
88477,BEDOK,1,82.0,59
88478,BEDOK,0,67.0,63
88479,BEDOK,2,82.0,59
88480,BEDOK,1,67.0,63
88481,BEDOK,0,68.0,58
88482,BEDOK,0,68.0,59
88483,BEDOK,1,68.0,59
88484,BEDOK,1,82.0,58
88485,BEDOK,1,65.0,55
88486,BEDOK,0,65.0,55
88487,BEDOK,1,65.0,55
88488,BEDOK,0,68.0,57
88489,BEDOK,2,74.0,60
88490,BEDOK,0,65.0,55
88491,BEDOK,1,65.0,55
88492,BEDOK,2,65.0,55
88493,BEDOK,1,65.0,55
88494,BEDOK,0,60.0,63
88495,BEDOK,1,65.0,55
88496,BEDOK,2,65.0,55
88497,BEDOK,1,65.0,60
88498,BEDOK,0,65.0,60
88499,BEDOK,1,73.0,56
88500,BEDOK,2,97.0,88
88501,BEDOK,0,94.0,88
88502,BEDOK,0,97.0,88
88503,BEDOK,0,97.0,88
88504,BEDOK,0,87.0,88
88505,BEDOK,0,94.0,88
88506,BEDOK,0,87.0,88
88507,BEDOK,0,94.0,88
88508,BEDOK,0,97.0,88
88509,BEDOK,1,94.0,88
88510,BEDOK,2,94.0,88
88511,BEDOK,0,97.0,88
88512,BEDOK,2,97.0,87
88513,BEDOK,0,94.0,87
88514,BEDOK,0,91.0,57
88515,BEDOK,1,92.0,57
88516,BEDOK,1,92.0,57
88517,BEDOK,0,92.0,57
88518,BEDOK,0,92.0,58
88519,BEDOK,0,92.0,57
88520,BEDOK,1,92.0,58
88521,BEDOK,0,92.0,57
88522,BEDOK,1,92.0,58
88523,BEDOK,0,92.0,58
88524,BEDOK,0,92.0,57
88525,BEDOK,1,92.0,57
88526,BEDOK,1,92.0,57
88527,BEDOK,1,92.0,57
88528,BEDOK,1,92.0,58
88529,BEDOK,1,92.0,56
88530,BEDOK,2,92.0,56
88531,BEDOK,1,92.0,58
88532,BEDOK,0,92.0,56
88533,BEDOK,2,92.0,56
88534,BEDOK,1,92.0,56
88535,BEDOK,1,92.0,57
88536,BEDOK,1,92.0,58
88537,BEDOK,1,92.0,56
88538,BEDOK,1,92.0,57
88539,BEDOK,0,92.0,57
88540,BEDOK,1,92.0,55
88541,BEDOK,0,92.0,55
88542,BEDOK,1,92.0,57
88543,BEDOK,0,92.0,57
88544,BEDOK,1,92.0,57
88545,BEDOK,1,92.0,57
88546,BEDOK,0,91.0,55
88547,BEDOK,2,92.0,57
88548,BEDOK,2,92.0,57
88549,BEDOK,0,92.0,84
88550,BEDOK,0,92.0,57
88551,BEDOK,1,92.0,83
88552,BEDOK,2,92.0,84
88553,BEDOK,0,91.0,56
88554,BEDOK,1,85.0,84
88555,BEDOK,1,92.0,56
88556,BEDOK,1,91.0,58
88557,BEDOK,0,85.0,83
88558,BEDOK,2,92.0,83
88559,BEDOK,0,91.0,56
88560,BEDOK,1,92.0,83
88561,BEDOK,1,91.0,56
88562,BEDOK,0,92.0,83
88563,BEDOK,2,92.0,83
88564,BEDOK,2,85.0,83
88565,BEDOK,2,85.0,83
88566,BEDOK,1,92.0,83
88567,BEDOK,1,92.0,83
88568,BEDOK,1,92.0,56
88569,BEDOK,2,92.0,83
88570,BEDOK,0,92.0,56
88571,BEDOK,0,85.0,83
88572,BEDOK,1,92.0,56
88573,BEDOK,0,91.0,58
88574,BEDOK,1,92.0,83
88575,BEDOK,0,92.0,56
88576,BEDOK,0,83.0,56
88577,BEDOK,0,92.0,56
88578,BEDOK,1,92.0,55
88579,BEDOK,1,92.0,83
88580,BEDOK,2,92.0,83
88581,BEDOK,0,92.0,83
88582,BEDOK,2,85.0,83
88583,BEDOK,0,92.0,55
88584,BEDOK,0,85.0,83
88585,BEDOK,1,92.0,56
88586,BEDOK,1,91.0,58
88587,BEDOK,1,91.0,56
88588,BEDOK,1,91.0,58
88589,BEDOK,2,85.0,83
88590,BEDOK,1,91.0,58
88591,BEDOK,1,91.0,56
88592,BEDOK,2,92.0,83
88593,BEDOK,1,98.0,55
88594,BEDOK,0,92.0,83
88595,BEDOK,0,91.0,55
88596,BEDOK,1,92.0,56
88597,BEDOK,0,92.0,56
88598,BEDOK,1,92.0,56
88599,BEDOK,0,83.0,56
88600,BEDOK,0,92.0,56
88601,BEDOK,1,83.0,56
88602,BEDOK,1,92.0,56
88603,BEDOK,2,97.0,55
88604,BEDOK,1,92.0,55
88605,BEDOK,1,92.0,55
88606,BEDOK,1,92.0,55
88607,BEDOK,0,92.0,58
88608,BEDOK,1,92.0,58
88609,BEDOK,0,92.0,57
88610,BEDOK,2,92.0,57
88611,BEDOK,2,92.0,57
88612,BEDOK,0,101.0,57
88613,BEDOK,1,92.0,57
88614,BEDOK,0,92.0,58
88615,BEDOK,2,92.0,57
88616,BEDOK,0,92.0,57
88617,BEDOK,1,92.0,58
88618,BEDOK,1,87.0,92
88619,BEDOK,0,87.0,92
88620,BEDOK,0,87.0,92
88621,BEDOK,1,87.0,92
88622,BEDOK,1,86.0,92
88623,BEDOK,0,87.0,92
88624,BEDOK,0,87.0,92
88625,BEDOK,1,87.0,92
88626,BEDOK,0,87.0,92
88627,BEDOK,0,85.0,92
88628,BEDOK,1,87.0,92
88629,BEDOK,1,87.0,92
88630,BEDOK,2,87.0,92
88631,BEDOK,1,85.0,92
88632,BEDOK,2,87.0,92
88633,BEDOK,2,85.0,92
88634,BEDOK,0,87.0,92
88635,BEDOK,0,87.0,92
88636,BEDOK,1,91.0,63
88637,BEDOK,1,93.0,59
88638,BEDOK,1,84.0,65
88639,BEDOK,1,84.0,65
88640,BEDOK,0,83.0,65
88641,BEDOK,0,84.0,64
88642,BEDOK,0,104.0,65
88643,BEDOK,0,104.0,62
88644,BEDOK,0,104.0,59
88645,BEDOK,0,103.0,65
88646,BEDOK,1,91.0,59
88647,BEDOK,1,84.0,65
88648,BEDOK,0,93.0,63
88649,BEDOK,1,92.0,59
88650,BEDOK,1,98.0,61
88651,BEDOK,1,91.0,59
88652,BEDOK,1,98.0,58
88653,BEDOK,0,84.0,65
88654,BEDOK,1,84.0,64
88655,BEDOK,0,95.0,63
88656,BEDOK,1,93.0,58
88657,BEDOK,0,103.0,65
88658,BEDOK,0,91.0,63
88659,BEDOK,0,104.0,65
88660,BEDOK,0,103.0,62
88661,BEDOK,1,91.0,63
88662,BEDOK,0,84.0,65
88663,BEDOK,1,84.0,64
88664,BEDOK,0,97.0,60
88665,BEDOK,0,96.0,63
88666,BEDOK,1,103.0,58
88667,BEDOK,1,91.0,58
88668,BEDOK,0,84.0,64
88669,BEDOK,1,93.0,58
88670,BEDOK,1,104.0,65
88671,BEDOK,0,91.0,63
88672,BEDOK,1,91.0,58
88673,BEDOK,0,91.0,58
88674,BEDOK,0,83.0,64
88675,BEDOK,0,104.0,61
88676,BEDOK,0,98.0,58
88677,BEDOK,2,84.0,64
88678,BEDOK,0,104.0,58
88679,BEDOK,0,101.0,75
88680,BEDOK,0,84.0,64
88681,BEDOK,1,84.0,65
88682,BEDOK,1,103.0,64
88683,BEDOK,2,104.0,64
88684,BEDOK,1,84.0,65
88685,BEDOK,1,105.0,79
88686,BEDOK,2,105.0,79
88687,BEDOK,1,105.0,79
88688,BEDOK,1,105.0,79
88689,BEDOK,1,105.0,79
88690,BEDOK,0,105.0,78
88691,BEDOK,1,105.0,78
88692,BEDOK,1,105.0,78
88693,BEDOK,2,107.0,78
88694,BEDOK,0,105.0,78
88695,BEDOK,0,105.0,78
88696,BEDOK,2,105.0,78
88697,BEDOK,2,105.0,78
88698,BEDOK,0,105.0,78
88699,BEDOK,1,107.0,78
88700,BEDOK,0,104.0,78
88701,BEDOK,2,105.0,78
88702,BEDOK,0,105.0,78
88703,BEDOK,0,107.0,78
88704,BEDOK,0,105.0,78
88705,BEDOK,2,105.0,78
88706,BEDOK,2,107.0,78
88707,BEDOK,1,105.0,78
88708,BEDOK,1,105.0,78
88709,BEDOK,0,98.0,55
88710,BEDOK,0,84.0,55
88711,BEDOK,0,84.0,55
88712,BEDOK,2,84.0,55
88713,BEDOK,0,90.0,55
88714,BEDOK,0,90.0,55
88715,BEDOK,2,90.0,55
88716,BEDOK,0,82.0,53
88717,BEDOK,1,84.0,55
88718,BEDOK,1,90.0,55
88719,BEDOK,0,84.0,55
88720,BEDOK,0,90.0,55
88721,BEDOK,0,82.0,53
88722,BEDOK,2,90.0,55
88723,BEDOK,0,82.0,53
88724,BEDOK,0,82.0,53
88725,BEDOK,0,82.0,53
88726,BEDOK,1,82.0,53
88727,BEDOK,0,90.0,55
88728,BEDOK,1,105.0,63
88729,BEDOK,1,104.0,63
88730,BEDOK,0,83.0,63
88731,BEDOK,0,83.0,63
88732,BEDOK,1,104.0,63
88733,BEDOK,1,104.0,62
88734,BEDOK,0,104.0,62
88735,BEDOK,1,83.0,62
88736,BEDOK,2,105.0,62
88737,BEDOK,1,83.0,62
88738,BEDOK,0,83.0,62
88739,BEDOK,1,83.0,62
88740,BEDOK,1,105.0,63
88741,BEDOK,1,83.0,63
88742,BEDOK,1,83.0,63
88743,BEDOK,0,103.0,63
88744,BEDOK,0,84.0,63
88745,BEDOK,2,92.0,56
88746,BEDOK,2,84.0,55
88747,BEDOK,2,84.0,55
88748,BEDOK,0,84.0,55
88749,BEDOK,0,83.0,62
88750,BEDOK,1,92.0,56
88751,BEDOK,0,92.0,56
88752,BEDOK,2,83.0,63
88753,BEDOK,1,84.0,63
88754,BEDOK,1,92.0,56
88755,BEDOK,1,84.0,63
88756,BEDOK,0,88.0,53
88757,BEDOK,0,84.0,55
88758,BEDOK,1,84.0,55
88759,BEDOK,0,83.0,62
88760,BEDOK,0,82.0,52
88761,BEDOK,2,82.0,52
88762,BEDOK,0,82.0,52
88763,BEDOK,0,105.0,62
88764,BEDOK,1,104.0,62
88765,BEDOK,0,91.0,60
88766,BEDOK,0,88.0,94
88767,BEDOK,1,93.0,94
88768,BEDOK,1,93.0,94
88769,BEDOK,2,93.0,94
88770,BEDOK,1,93.0,94
88771,BEDOK,0,88.0,94
88772,BEDOK,2,93.0,94
88773,BEDOK,0,90.0,79
88774,BEDOK,2,93.0,94
88775,BEDOK,0,93.0,94
88776,BEDOK,1,93.0,94
88777,BEDOK,0,93.0,94
88778,BEDOK,0,96.0,79
88779,BEDOK,0,101.0,79
88780,BEDOK,1,93.0,94
88781,BEDOK,0,93.0,94
88782,BEDOK,1,93.0,94
88783,BEDOK,2,93.0,94
88784,BEDOK,1,93.0,94
88785,BEDOK,0,93.0,94
88786,BEDOK,0,93.0,94
88787,BEDOK,1,93.0,94
88788,BEDOK,1,93.0,94
88789,BEDOK,1,93.0,94
88790,BEDOK,1,93.0,94
88791,BEDOK,2,93.0,94
88792,BEDOK,1,93.0,94
88793,BEDOK,1,93.0,94
88794,BEDOK,1,88.0,94
88795,BEDOK,0,93.0,94
88796,BEDOK,1,93.0,94
88797,BEDOK,0,93.0,94
88798,BEDOK,2,93.0,94
88799,BEDOK,1,93.0,94
88800,BEDOK,1,93.0,94
88801,BEDOK,1,88.0,94
88802,BEDOK,2,93.0,94
88803,BEDOK,2,93.0,94
88804,BEDOK,1,101.0,78
88805,BEDOK,1,93.0,94
88806,BEDOK,0,93.0,94
88807,BEDOK,2,104.0,70
88808,BEDOK,1,91.0,60
88809,BEDOK,0,88.0,94
88810,BEDOK,0,93.0,94
88811,BEDOK,2,93.0,94
88812,BEDOK,1,93.0,94
88813,BEDOK,1,93.0,94
88814,BEDOK,1,104.0,70
88815,BEDOK,2,93.0,94
88816,BEDOK,0,92.0,58
88817,BEDOK,0,92.0,58
88818,BEDOK,0,92.0,58
88819,BEDOK,1,94.0,59
88820,BEDOK,0,98.0,59
88821,BEDOK,1,92.0,58
88822,BEDOK,2,92.0,63
88823,BEDOK,1,98.0,59
88824,BEDOK,1,91.0,59
88825,BEDOK,1,91.0,63
88826,BEDOK,1,92.0,57
88827,BEDOK,1,104.0,74
88828,BEDOK,0,107.0,74
88829,BEDOK,2,105.0,74
88830,BEDOK,0,106.0,67
88831,BEDOK,1,104.0,66
88832,BEDOK,0,106.0,66
88833,BEDOK,0,108.0,67
88834,BEDOK,1,104.0,66
88835,BEDOK,1,104.0,66
88836,BEDOK,1,104.0,66
88837,BEDOK,1,92.0,56
88838,BEDOK,1,84.0,55
88839,BEDOK,1,84.0,55
88840,BEDOK,1,92.0,56
88841,BEDOK,0,92.0,56
88842,BEDOK,0,84.0,55
88843,BEDOK,0,92.0,56
88844,BEDOK,1,84.0,55
88845,BEDOK,1,84.0,55
88846,BEDOK,0,92.0,55
88847,BEDOK,0,84.0,55
88848,BEDOK,0,84.0,55
88849,BEDOK,1,84.0,55
88850,BEDOK,2,92.0,55
88851,BEDOK,0,112.0,88
88852,BEDOK,0,112.0,88
88853,BEDOK,0,112.0,87
88854,BEDOK,0,121.0,58
88855,BEDOK,1,121.0,58
88856,BEDOK,1,121.0,58
88857,BEDOK,2,119.0,57
88858,BEDOK,0,119.0,56
88859,BEDOK,2,119.0,56
88860,BEDOK,2,119.0,56
88861,BEDOK,2,123.0,56
88862,BEDOK,2,119.0,56
88863,BEDOK,0,119.0,56
88864,BEDOK,0,119.0,56
88865,BEDOK,2,119.0,56
88866,BEDOK,0,119.0,56
88867,BEDOK,2,119.0,56
88868,BEDOK,1,117.0,57
88869,BEDOK,1,117.0,56
88870,BEDOK,2,118.0,58
88871,BEDOK,2,119.0,56
88872,BEDOK,0,117.0,56
88873,BEDOK,0,118.0,58
88874,BEDOK,0,119.0,56
88875,BEDOK,1,118.0,58
88876,BEDOK,2,118.0,58
88877,BEDOK,0,119.0,56
88878,BEDOK,0,123.0,56
88879,BEDOK,2,123.0,56
88880,BEDOK,2,124.0,71
88881,BEDOK,0,132.0,71
88882,BEDOK,2,127.0,71
88883,BEDOK,0,125.0,56
88884,BEDOK,0,123.0,56
88885,BEDOK,2,123.0,56
88886,BEDOK,0,127.0,70
88887,BEDOK,1,123.0,56
88888,BEDOK,2,120.0,56
88889,BEDOK,2,123.0,56
88890,BEDOK,2,123.0,56
88891,BEDOK,1,123.0,56
88892,BEDOK,0,110.0,83
88893,BEDOK,2,110.0,83
88894,BEDOK,0,117.0,56
88895,BEDOK,2,138.0,55
88896,BEDOK,0,117.0,56
88897,BEDOK,2,110.0,83
88898,BEDOK,0,110.0,83
88899,BEDOK,0,110.0,83
88900,BEDOK,1,117.0,56
88901,BEDOK,2,110.0,83
88902,BEDOK,0,123.0,56
88903,BEDOK,1,121.0,76
88904,BEDOK,0,120.0,76
88905,BEDOK,1,117.0,55
88906,BEDOK,1,117.0,55
88907,BEDOK,2,117.0,55
88908,BEDOK,0,123.0,55
88909,BEDOK,1,117.0,55
88910,BEDOK,0,117.0,56
88911,BEDOK,1,117.0,56
88912,BEDOK,1,117.0,56
88913,BEDOK,2,117.0,56
88914,BEDOK,0,117.0,56
88915,BEDOK,1,117.0,56
88916,BEDOK,2,117.0,56
88917,BEDOK,1,117.0,56
88918,BEDOK,1,105.0,92
88919,BEDOK,0,105.0,92
88920,BEDOK,1,105.0,92
88921,BEDOK,0,105.0,92
88922,BEDOK,0,105.0,92
88923,BEDOK,0,105.0,92
88924,BEDOK,0,105.0,92
88925,BEDOK,2,105.0,92
88926,BEDOK,0,105.0,92
88927,BEDOK,0,105.0,92
88928,BEDOK,0,105.0,92
88929,BEDOK,0,105.0,92
88930,BEDOK,0,105.0,92
88931,BEDOK,0,105.0,92
88932,BEDOK,1,105.0,92
88933,BEDOK,1,120.0,60
88934,BEDOK,1,121.0,63
88935,BEDOK,0,122.0,64
88936,BEDOK,0,122.0,65
88937,BEDOK,1,123.0,63
88938,BEDOK,0,121.0,60
88939,BEDOK,1,126.0,60
88940,BEDOK,0,121.0,58
88941,BEDOK,2,125.0,63
88942,BEDOK,1,122.0,64
88943,BEDOK,1,121.0,58
88944,BEDOK,0,121.0,58
88945,BEDOK,1,120.0,60
88946,BEDOK,0,149.0,61
88947,BEDOK,1,123.0,75
88948,BEDOK,0,122.0,64
88949,BEDOK,0,140.0,61
88950,BEDOK,0,121.0,60
88951,BEDOK,0,121.0,59
88952,BEDOK,0,121.0,60
88953,BEDOK,1,121.0,63
88954,BEDOK,0,121.0,60
88955,BEDOK,0,122.0,64
88956,BEDOK,1,121.0,59
88957,BEDOK,0,120.0,60
88958,BEDOK,1,121.0,60
88959,BEDOK,1,121.0,58
88960,BEDOK,0,132.0,61
88961,BEDOK,0,140.0,61
88962,BEDOK,0,122.0,64
88963,BEDOK,1,121.0,63
88964,BEDOK,1,121.0,60
88965,BEDOK,0,139.0,71
88966,BEDOK,0,121.0,63
88967,BEDOK,1,121.0,58
88968,BEDOK,0,133.0,61
88969,BEDOK,0,121.0,58
88970,BEDOK,0,123.0,58
88971,BEDOK,0,121.0,59
88972,BEDOK,1,121.0,60
88973,BEDOK,0,121.0,60
88974,BEDOK,0,121.0,58
88975,BEDOK,0,121.0,58
88976,BEDOK,0,123.0,63
88977,BEDOK,2,115.0,79
88978,BEDOK,1,115.0,79
88979,BEDOK,2,117.0,79
88980,BEDOK,0,115.0,78
88981,BEDOK,2,115.0,78
88982,BEDOK,0,115.0,78
88983,BEDOK,2,115.0,78
88984,BEDOK,2,115.0,78
88985,BEDOK,2,117.0,78
88986,BEDOK,1,115.0,78
88987,BEDOK,1,115.0,78
88988,BEDOK,1,115.0,78
88989,BEDOK,0,115.0,78
88990,BEDOK,2,115.0,78
88991,BEDOK,0,112.0,78
88992,BEDOK,1,115.0,78
88993,BEDOK,0,112.0,78
88994,BEDOK,0,115.0,78
88995,BEDOK,2,118.0,56
88996,BEDOK,1,115.0,55
88997,BEDOK,2,115.0,55
88998,BEDOK,0,123.0,56
88999,BEDOK,2,123.0,55
89000,BEDOK,2,120.0,55
89001,BEDOK,2,123.0,55
89002,BEDOK,0,120.0,55
89003,BEDOK,2,123.0,55
89004,BEDOK,1,122.0,63
89005,BEDOK,0,117.0,53
89006,BEDOK,0,114.0,53
89007,BEDOK,1,114.0,53
89008,BEDOK,2,117.0,53
89009,BEDOK,0,122.0,63
89010,BEDOK,0,122.0,63
89011,BEDOK,1,122.0,63
89012,BEDOK,2,119.0,53
89013,BEDOK,1,114.0,52
89014,BEDOK,2,114.0,52
89015,BEDOK,2,114.0,52
89016,BEDOK,2,117.0,52
89017,BEDOK,2,114.0,52
89018,BEDOK,1,113.0,94
89019,BEDOK,1,133.0,61
89020,BEDOK,0,128.0,71
89021,BEDOK,0,113.0,94
89022,BEDOK,2,120.0,79
89023,BEDOK,1,120.0,79
89024,BEDOK,0,113.0,94
89025,BEDOK,1,128.0,71
89026,BEDOK,1,133.0,62
89027,BEDOK,1,133.0,62
89028,BEDOK,0,132.0,61
89029,BEDOK,0,127.0,70
89030,BEDOK,0,122.0,70
89031,BEDOK,0,128.0,71
89032,BEDOK,1,113.0,94
89033,BEDOK,0,133.0,61
89034,BEDOK,2,113.0,94
89035,BEDOK,1,133.0,61
89036,BEDOK,0,126.0,70
89037,BEDOK,2,121.0,59
89038,BEDOK,1,124.0,74
89039,BEDOK,1,126.0,74
89040,BEDOK,1,125.0,74
89041,BEDOK,1,124.0,74
89042,BEDOK,1,133.0,74
89043,BEDOK,1,128.0,74
89044,BEDOK,1,122.0,71
89045,BEDOK,0,128.0,74
89046,BEDOK,1,125.0,74
89047,BEDOK,0,138.0,74
89048,BEDOK,1,123.0,70
89049,BEDOK,1,124.0,74
89050,BEDOK,2,125.0,74
89051,BEDOK,2,133.0,70
89052,BEDOK,1,129.0,67
89053,BEDOK,0,122.0,67
89054,BEDOK,1,125.0,67
89055,BEDOK,0,125.0,67
89056,BEDOK,2,120.0,67
89057,BEDOK,0,120.0,67
89058,BEDOK,0,120.0,66
89059,BEDOK,0,120.0,66
89060,BEDOK,1,125.0,66
89061,BEDOK,0,129.0,66
89062,BEDOK,1,125.0,66
89063,BEDOK,2,118.0,55
89064,BEDOK,2,118.0,55
89065,BEDOK,0,118.0,55
89066,BEDOK,0,118.0,55
89067,BEDOK,2,115.0,55
89068,BEDOK,2,118.0,55
89069,BEDOK,1,141.0,55
89070,BEDOK,0,118.0,55
89071,BEDOK,0,143.0,71
89072,BEDOK,1,143.0,71
89073,BEDOK,1,143.0,71
89074,BEDOK,0,143.0,70
89075,BEDOK,1,143.0,70
89076,BEDOK,0,176.0,56
89077,BEDOK,1,162.0,57
89078,BEDOK,2,144.0,71
89079,BEDOK,1,144.0,72
89080,BEDOK,0,150.0,63
89081,BEDOK,1,147.0,71
89082,BEDOK,2,144.0,71
89083,BEDOK,2,143.0,62
89084,BEDOK,0,143.0,71
89085,BEDOK,2,145.0,71
89086,BEDOK,1,143.0,71
89087,BEDOK,1,146.0,71
89088,BEDOK,0,142.0,70
89089,BEDOK,1,149.0,64
89090,BEDOK,1,144.0,70
89091,BEDOK,1,144.0,70
89092,BEDOK,1,145.0,71
89093,BEDOK,0,143.0,64
89094,BEDOK,0,143.0,64
89095,BEDOK,0,151.0,62
89096,BEDOK,2,143.0,61
89097,BEDOK,1,144.0,71
89098,BEDOK,1,144.0,70
89099,BEDOK,0,148.0,71
89100,BEDOK,1,145.0,70
89101,BEDOK,0,142.0,70
89102,BEDOK,0,142.0,70
89103,BEDOK,1,144.0,71
89104,BEDOK,0,147.0,70
89105,BEDOK,2,143.0,70
89106,BEDOK,0,145.0,73
89107,BEDOK,0,143.0,73
89108,BEDOK,2,143.0,73
89109,BEDOK,0,146.0,63
89110,BEDOK,0,146.0,64
